si.dos
# , E (eV) ,  dos(E)    , Int dos(E) 
  ,4.400,1.331E+00,7.136E+00
  ,4.410,1.34E+00,7.149E+00
  ,4.420,1.374E+00,7.163E+00
  ,4.430,1.413E+00,7.177E+00
  ,4.440,1.414E+00,7.191E+00
  ,4.450,1.414E+00,7.205E+00
  ,4.460,1.413E+00,7.219E+00
  ,4.470,1.41E+00,7.233E+00
  ,4.480,1.406E+00,7.247E+00
  ,4.490,1.4E+00,7.261E+00
  ,4.500,1.393E+00,7.275E+00
  ,4.510,1.385E+00,7.289E+00
  ,4.520,1.375E+00,7.303E+00
  ,4.530,1.364E+00,7.317E+00
  ,4.540,1.351E+00,7.33E+00
  ,4.550,1.337E+00,7.344E+00
  ,4.560,1.322E+00,7.357E+00
  ,4.570,1.309E+00,7.37E+00
  ,4.580,1.295E+00,7.383E+00
  ,4.590,1.279E+00,7.396E+00
  ,4.600,1.262E+00,7.409E+00
  ,4.610,1.25E+00,7.421E+00
  ,4.620,1.236E+00,7.434E+00
  ,4.630,1.221E+00,7.446E+00
  ,4.640,1.204E+00,7.458E+00
  ,4.650,1.187E+00,7.47E+00
  ,4.660,1.168E+00,7.482E+00
  ,4.670,1.148E+00,7.493E+00
  ,4.680,1.131E+00,7.505E+00
  ,4.690,1.114E+00,7.516E+00
  ,4.700,1.096E+00,7.527E+00
  ,4.710,1.077E+00,7.538E+00
  ,4.720,1.057E+00,7.549E+00
  ,4.730,1.035E+00,7.559E+00
  ,4.740,1.012E+00,7.569E+00
  ,4.750,9.879E-01,7.579E+00
  ,4.760,9.64E-01,7.589E+00
  ,4.770,9.399E-01,7.599E+00
  ,4.780,9.155E-01,7.608E+00
  ,4.790,8.915E-01,7.617E+00
  ,4.800,8.686E-01,7.626E+00
  ,4.810,8.469E-01,7.634E+00
  ,4.820,8.264E-01,7.643E+00
  ,4.830,8.07E-01,7.651E+00
  ,4.840,7.889E-01,7.659E+00
  ,4.850,7.718E-01,7.667E+00
  ,4.860,7.56E-01,7.674E+00
  ,4.870,7.413E-01,7.682E+00
  ,4.880,7.277E-01,7.689E+00
  ,4.890,7.154E-01,7.696E+00
  ,4.900,7.038E-01,7.703E+00
  ,4.910,6.924E-01,7.71E+00
  ,4.920,6.811E-01,7.717E+00
  ,4.930,6.7E-01,7.724E+00
  ,4.940,6.59E-01,7.731E+00
  ,4.950,6.481E-01,7.737E+00
  ,4.960,6.374E-01,7.744E+00
  ,4.970,6.268E-01,7.75E+00
  ,4.980,6.163E-01,7.756E+00
  ,4.990,6.059E-01,7.762E+00
  ,5.000,5.957E-01,7.768E+00
  ,5.010,5.856E-01,7.774E+00
  ,5.020,5.757E-01,7.78E+00
  ,5.030,5.659E-01,7.786E+00
  ,5.040,5.562E-01,7.791E+00
  ,5.050,5.466E-01,7.797E+00
  ,5.060,5.372E-01,7.802E+00
  ,5.070,5.279E-01,7.807E+00
  ,5.080,5.188E-01,7.813E+00
  ,5.090,5.097E-01,7.818E+00
  ,5.100,5.008E-01,7.823E+00
  ,5.110,4.921E-01,7.828E+00
  ,5.120,4.835E-01,7.833E+00
  ,5.130,4.75E-01,7.838E+00
  ,5.140,4.666E-01,7.842E+00
  ,5.150,4.584E-01,7.847E+00
  ,5.160,4.503E-01,7.851E+00
  ,5.170,4.423E-01,7.856E+00
  ,5.180,4.343E-01,7.86E+00
  ,5.190,4.264E-01,7.865E+00
  ,5.200,4.101E-01,7.869E+00
  ,5.210,3.807E-01,7.873E+00
  ,5.220,3.73E-01,7.876E+00
  ,5.230,3.677E-01,7.88E+00
  ,5.240,3.623E-01,7.884E+00
  ,5.250,3.569E-01,7.887E+00
  ,5.260,3.515E-01,7.891E+00
  ,5.270,3.461E-01,7.894E+00
  ,5.280,3.407E-01,7.898E+00
  ,5.290,3.352E-01,7.901E+00
  ,5.300,3.298E-01,7.905E+00
  ,5.310,3.242E-01,7.908E+00
  ,5.320,3.187E-01,7.911E+00
  ,5.330,3.132E-01,7.914E+00
  ,5.340,3.076E-01,7.917E+00
  ,5.350,3.02E-01,7.92E+00
  ,5.360,2.963E-01,7.923E+00
  ,5.370,2.907E-01,7.926E+00
  ,5.380,2.85E-01,7.929E+00
  ,5.390,2.793E-01,7.932E+00
  ,5.400,2.736E-01,7.935E+00
  ,5.410,2.678E-01,7.937E+00
  ,5.420,2.621E-01,7.94E+00
  ,5.430,2.563E-01,7.943E+00
  ,5.440,2.505E-01,7.945E+00
  ,5.450,2.446E-01,7.948E+00
  ,5.460,2.388E-01,7.95E+00
  ,5.470,2.329E-01,7.953E+00
  ,5.480,2.27E-01,7.955E+00
  ,5.490,2.21E-01,7.957E+00
  ,5.500,2.151E-01,7.959E+00
  ,5.510,2.091E-01,7.961E+00
  ,5.520,2.031E-01,7.963E+00
  ,5.530,1.97E-01,7.965E+00
  ,5.540,1.91E-01,7.967E+00
  ,5.550,1.849E-01,7.969E+00
  ,5.560,1.788E-01,7.971E+00
  ,5.570,1.727E-01,7.973E+00
  ,5.580,1.665E-01,7.975E+00
  ,5.590,1.604E-01,7.976E+00
  ,5.600,1.542E-01,7.978E+00
  ,5.610,1.48E-01,7.979E+00
  ,5.620,1.417E-01,7.981E+00
  ,5.630,1.354E-01,7.982E+00
  ,5.640,1.291E-01,7.983E+00
  ,5.650,1.228E-01,7.985E+00
  ,5.660,1.165E-01,7.986E+00
  ,5.670,1.955E-01,7.987E+00
  ,5.680,1.011E-01,7.991E+00
  ,5.690,9.404E-02,7.992E+00
  ,5.700,8.722E-02,7.992E+00
  ,5.710,8.066E-02,7.993E+00
  ,5.720,7.436E-02,7.994E+00
  ,5.730,6.831E-02,7.995E+00
  ,5.740,6.252E-02,7.995E+00
  ,5.750,5.698E-02,7.996E+00
  ,5.760,5.17E-02,7.997E+00
  ,5.770,4.668E-02,7.997E+00
  ,5.780,4.191E-02,7.997E+00
  ,5.790,3.74E-02,7.998E+00
  ,5.800,3.315E-02,7.998E+00
  ,5.810,2.916E-02,7.999E+00
  ,5.820,2.542E-02,7.999E+00
  ,5.830,2.193E-02,7.999E+00
  ,5.840,1.871E-02,7.999E+00
  ,5.850,1.574E-02,7.999E+00
  ,5.860,1.302E-02,8E+00
  ,5.870,1.057E-02,8E+00
  ,5.880,8.366E-03,8E+00
  ,5.890,6.422E-03,8E+00
  ,5.900,4.735E-03,8E+00
  ,5.910,3.305E-03,8E+00
  ,5.920,2.131E-03,8E+00
  ,5.930,1.213E-03,8E+00
  ,5.940,5.526E-04,8E+00
  ,5.950,1.484E-04,8E+00
  ,5.960,7.309E-07,8E+00
  ,5.970,0E+00,8E+00
  ,5.980,0E+00,8E+00
  ,5.990,0E+00,8E+00
  ,6.000,0E+00,8E+00
  ,6.010,0E+00,8E+00
  ,6.020,0E+00,8E+00
  ,6.030,0E+00,8E+00
  ,6.040,0E+00,8E+00
  ,6.050,0E+00,8E+00
  ,6.060,0E+00,8E+00
  ,6.070,0E+00,8E+00
  ,6.080,0E+00,8E+00
  ,6.090,0E+00,8E+00
  ,6.100,0E+00,8E+00
  ,6.110,0E+00,8E+00
  ,6.120,0E+00,8E+00
  ,6.130,0E+00,8E+00
  ,6.140,0E+00,8E+00
  ,6.150,0E+00,8E+00
  ,6.160,0E+00,8E+00
  ,6.170,0E+00,8E+00
  ,6.180,0E+00,8E+00
  ,6.190,0E+00,8E+00
  ,6.200,0E+00,8E+00
  ,6.210,0E+00,8E+00
  ,6.220,0E+00,8E+00
  ,6.230,0E+00,8E+00
  ,6.240,0E+00,8E+00
  ,6.250,0E+00,8E+00
  ,6.260,0E+00,8E+00
  ,6.270,0E+00,8E+00
  ,6.280,0E+00,8E+00
  ,6.290,0E+00,8E+00
  ,6.300,0E+00,8E+00
  ,6.310,0E+00,8E+00
  ,6.320,0E+00,8E+00
  ,6.330,0E+00,8E+00
  ,6.340,0E+00,8E+00
  ,6.350,0E+00,8E+00
  ,6.360,0E+00,8E+00
  ,6.370,0E+00,8E+00
  ,6.380,0E+00,8E+00
  ,6.390,0E+00,8E+00
  ,6.400,0E+00,8E+00
  ,6.410,0E+00,8E+00
  ,6.420,0E+00,8E+00
  ,6.430,0E+00,8E+00
  ,6.440,0E+00,8E+00
  ,6.450,0E+00,8E+00
  ,6.460,0E+00,8E+00
  ,6.470,0E+00,8E+00
  ,6.480,0E+00,8E+00
  ,6.490,0E+00,8E+00
  ,6.500,0E+00,8E+00
  ,6.510,0E+00,8E+00
  ,6.520,0E+00,8E+00
  ,6.530,0E+00,8E+00
  ,6.540,0E+00,8E+00
  ,6.550,0E+00,8E+00
  ,6.560,0E+00,8E+00
  ,6.570,0E+00,8E+00
  ,6.580,0E+00,8E+00
  ,6.590,0E+00,8E+00
  ,6.600,0E+00,8E+00
  ,6.610,2.287E-05,8E+00
  ,6.620,4.011E-04,8E+00
  ,6.630,1.244E-03,8E+00
  ,6.640,2.552E-03,8E+00
  ,6.650,4.325E-03,8E+00
  ,6.660,6.563E-03,8E+00
  ,6.670,9.265E-03,8E+00
  ,6.680,1.243E-02,8E+00
  ,6.690,1.606E-02,8E+00
  ,6.700,2.016E-02,8.001E+00
  ,6.710,2.472E-02,8.001E+00
  ,6.720,2.97E-02,8.001E+00
  ,6.730,3.505E-02,8.001E+00
  ,6.740,4.077E-02,8.002E+00
  ,6.750,4.687E-02,8.002E+00
  ,6.760,5.333E-02,8.003E+00
  ,6.770,6.016E-02,8.003E+00
  ,6.780,6.737E-02,8.004E+00
  ,6.790,7.495E-02,8.005E+00
  ,6.800,8.289E-02,8.005E+00
  ,6.810,9.121E-02,8.006E+00
  ,6.820,9.99E-02,8.007E+00
  ,6.830,1.09E-01,8.008E+00
  ,6.840,1.184E-01,8.009E+00
  ,6.850,1.282E-01,8.011E+00
  ,6.860,1.384E-01,8.012E+00
  ,6.870,1.489E-01,8.013E+00
  ,6.880,1.598E-01,8.015E+00
  ,6.890,1.691E-01,8.017E+00
  ,6.900,1.717E-01,8.018E+00
  ,6.910,1.744E-01,8.02E+00
  ,6.920,1.772E-01,8.022E+00
  ,6.930,1.8E-01,8.024E+00
  ,6.940,1.829E-01,8.025E+00
  ,6.950,1.859E-01,8.027E+00
  ,6.960,1.89E-01,8.029E+00
  ,6.970,1.921E-01,8.031E+00
  ,6.980,1.954E-01,8.033E+00
  ,6.990,1.987E-01,8.035E+00
  ,7.000,2.02E-01,8.037E+00
  ,7.010,2.055E-01,8.039E+00
  ,7.020,2.09E-01,8.041E+00
  ,7.030,2.126E-01,8.043E+00
  ,7.040,2.163E-01,8.045E+00
  ,7.050,2.201E-01,8.048E+00
  ,7.060,2.239E-01,8.05E+00
  ,7.070,2.278E-01,8.052E+00
  ,7.080,2.318E-01,8.054E+00
  ,7.090,2.358E-01,8.057E+00
  ,7.100,2.4E-01,8.059E+00
  ,7.110,2.442E-01,8.061E+00
  ,7.120,2.488E-01,8.064E+00
  ,7.130,2.536E-01,8.066E+00
  ,7.140,2.587E-01,8.069E+00
  ,7.150,2.641E-01,8.072E+00
  ,7.160,2.697E-01,8.074E+00
  ,7.170,2.757E-01,8.077E+00
  ,7.180,2.819E-01,8.08E+00
  ,7.190,2.884E-01,8.083E+00
  ,7.200,2.951E-01,8.086E+00
  ,7.210,3.02E-01,8.089E+00
  ,7.220,3.092E-01,8.092E+00
  ,7.230,3.166E-01,8.095E+00
  ,7.240,3.242E-01,8.098E+00
  ,7.250,3.321E-01,8.101E+00
  ,7.260,3.401E-01,8.105E+00
  ,7.270,3.484E-01,8.108E+00
  ,7.280,3.57E-01,8.112E+00
  ,7.290,3.657E-01,8.115E+00
  ,7.300,3.747E-01,8.119E+00
  ,7.310,3.838E-01,8.123E+00
  ,7.320,3.932E-01,8.127E+00
  ,7.330,3.999E-01,8.131E+00
  ,7.340,4.054E-01,8.135E+00
  ,7.350,4.111E-01,8.139E+00
  ,7.360,4.169E-01,8.143E+00
  ,7.370,4.228E-01,8.147E+00
  ,7.380,4.289E-01,8.151E+00
  ,7.390,4.351E-01,8.156E+00
  ,7.400,4.415E-01,8.16E+00
  ,7.410,4.482E-01,8.164E+00
  ,7.420,4.552E-01,8.169E+00
  ,7.430,4.625E-01,8.173E+00
  ,7.440,4.702E-01,8.178E+00
  ,7.450,4.781E-01,8.183E+00
  ,7.460,4.864E-01,8.188E+00
  ,7.470,4.95E-01,8.193E+00
  ,7.480,5.04E-01,8.198E+00
  ,7.490,5.132E-01,8.203E+00
  ,7.500,5.229E-01,8.208E+00
  ,7.510,5.331E-01,8.213E+00
  ,7.520,5.438E-01,8.219E+00
  ,7.530,5.551E-01,8.224E+00
  ,7.540,5.666E-01,8.23E+00
  ,7.550,5.786E-01,8.235E+00
  ,7.560,5.91E-01,8.241E+00
  ,7.570,6.038E-01,8.247E+00
  ,7.580,6.17E-01,8.253E+00
  ,7.590,6.307E-01,8.26E+00
  ,7.600,6.447E-01,8.266E+00
  ,7.610,6.592E-01,8.272E+00
  ,7.620,6.74E-01,8.279E+00
  ,7.630,6.893E-01,8.286E+00
  ,7.640,7.05E-01,8.293E+00
  ,7.650,7.211E-01,8.3E+00
  ,7.660,7.376E-01,8.307E+00
  ,7.670,7.545E-01,8.315E+00
  ,7.680,7.719E-01,8.322E+00
  ,7.690,7.896E-01,8.33E+00
  ,7.700,8.078E-01,8.338E+00
  ,7.710,8.264E-01,8.346E+00
  ,7.720,8.454E-01,8.355E+00
  ,7.730,8.648E-01,8.363E+00
  ,7.740,8.846E-01,8.372E+00
  ,7.750,9.048E-01,8.381E+00
  ,7.760,9.254E-01,8.39E+00
  ,7.770,9.465E-01,8.399E+00
  ,7.780,9.679E-01,8.409E+00
  ,7.790,9.898E-01,8.419E+00
  ,7.800,1.012E+00,8.429E+00
  ,7.810,1.035E+00,8.439E+00
  ,7.820,1.058E+00,8.45E+00
  ,7.830,1.081E+00,8.46E+00
  ,7.840,1.106E+00,8.471E+00
  ,7.850,1.13E+00,8.482E+00
  ,7.860,1.156E+00,8.494E+00
  ,7.870,1.181E+00,8.505E+00
  ,7.880,1.208E+00,8.517E+00
  ,7.890,1.235E+00,8.53E+00
  ,7.900,1.264E+00,8.542E+00
  ,7.910,1.297E+00,8.555E+00
  ,7.920,1.331E+00,8.568E+00
  ,7.930,1.369E+00,8.582E+00
  ,7.940,1.347E+00,8.601E+00
  ,7.950,1.385E+00,8.614E+00
  ,7.960,1.425E+00,8.628E+00
  ,7.970,1.473E+00,8.643E+00
  ,7.980,1.519E+00,8.658E+00
  ,7.990,1.564E+00,8.673E+00
  ,8.000,1.608E+00,8.689E+00
  ,8.010,1.651E+00,8.705E+00
  ,8.020,1.692E+00,8.722E+00
  ,8.030,1.732E+00,8.739E+00
  ,8.040,1.771E+00,8.757E+00
  ,8.050,1.808E+00,8.775E+00
  ,8.060,1.844E+00,8.793E+00
  ,8.070,1.879E+00,8.811E+00
  ,8.080,1.913E+00,8.83E+00
  ,8.090,1.945E+00,8.85E+00
  ,8.100,1.967E+00,8.869E+00
  ,8.110,2.022E+00,8.889E+00
  ,8.120,2.071E+00,8.91E+00
  ,8.130,2.114E+00,8.931E+00
  ,8.140,2.151E+00,8.952E+00
  ,8.150,2.181E+00,8.974E+00
  ,8.160,2.205E+00,8.995E+00
  ,8.170,2.222E+00,9.018E+00
  ,8.180,2.231E+00,9.04E+00
  ,8.190,2.235E+00,9.062E+00
  ,8.200,2.235E+00,9.085E+00
  ,8.210,2.23E+00,9.107E+00
  ,8.220,2.221E+00,9.129E+00
  ,8.230,2.208E+00,9.151E+00
  ,8.240,2.19E+00,9.173E+00
  ,8.250,2.185E+00,9.195E+00
  ,8.260,2.192E+00,9.217E+00
  ,8.270,2.198E+00,9.239E+00
  ,8.280,2.203E+00,9.261E+00
  ,8.290,2.206E+00,9.283E+00
  ,8.300,2.209E+00,9.305E+00
  ,8.310,2.21E+00,9.327E+00
  ,8.320,2.209E+00,9.349E+00
  ,8.330,2.207E+00,9.371E+00
  ,8.340,2.204E+00,9.393E+00
  ,8.350,2.198E+00,9.415E+00
  ,8.360,2.188E+00,9.437E+00
  ,8.370,2.178E+00,9.459E+00
  ,8.380,2.17E+00,9.481E+00
  ,8.390,2.159E+00,9.503E+00
  ,8.400,2.142E+00,9.524E+00
  ,8.410,2.123E+00,9.545E+00
  ,8.420,2.104E+00,9.567E+00
  ,8.430,2.082E+00,9.588E+00
  ,8.440,2.059E+00,9.608E+00
  ,8.450,2.035E+00,9.629E+00
  ,8.460,2.009E+00,9.649E+00
  ,8.470,1.981E+00,9.669E+00
  ,8.480,1.952E+00,9.689E+00
  ,8.490,1.922E+00,9.708E+00
  ,8.500,1.89E+00,9.727E+00
  ,8.510,1.857E+00,9.746E+00
  ,8.520,1.823E+00,9.764E+00
  ,8.530,1.788E+00,9.782E+00
  ,8.540,1.752E+00,9.8E+00
  ,8.550,1.716E+00,9.817E+00
  ,8.560,1.678E+00,9.834E+00
  ,8.570,1.639E+00,9.851E+00
  ,8.580,1.599E+00,9.867E+00
  ,8.590,1.565E+00,9.883E+00
  ,8.600,1.533E+00,9.898E+00
  ,8.610,1.5E+00,9.913E+00
  ,8.620,1.47E+00,9.928E+00
  ,8.630,1.439E+00,9.943E+00
  ,8.640,1.407E+00,9.957E+00
  ,8.650,1.376E+00,9.971E+00
  ,8.660,1.344E+00,9.985E+00
  ,8.670,1.312E+00,9.998E+00
  ,8.680,1.28E+00,1.001E+01
  ,8.690,1.248E+00,1.002E+01
  ,8.700,1.216E+00,1.004E+01
  ,8.710,1.183E+00,1.005E+01
  ,8.720,1.151E+00,1.006E+01
  ,8.730,1.118E+00,1.007E+01
  ,8.740,1.085E+00,1.008E+01
  ,8.750,1.051E+00,1.009E+01
  ,8.760,1.018E+00,1.01E+01
  ,8.770,9.842E-01,1.011E+01
  ,8.780,9.504E-01,1.012E+01
  ,8.790,9.164E-01,1.013E+01
  ,8.800,8.822E-01,1.014E+01
  ,8.810,7.834E-01,1.015E+01
  ,8.820,7.137E-01,1.016E+01
  ,8.830,6.845E-01,1.016E+01
  ,8.840,6.58E-01,1.017E+01
  ,8.850,6.341E-01,1.018E+01
  ,8.860,6.115E-01,1.018E+01
  ,8.870,5.915E-01,1.019E+01
  ,8.880,5.744E-01,1.019E+01
  ,8.890,5.61E-01,1.02E+01
  ,8.900,5.528E-01,1.021E+01
  ,8.910,5.472E-01,1.021E+01
  ,8.920,5.486E-01,1.022E+01
  ,8.930,5.519E-01,1.022E+01
  ,8.940,5.573E-01,1.023E+01
  ,8.950,5.645E-01,1.023E+01
  ,8.960,5.75E-01,1.024E+01
  ,8.970,5.9E-01,1.025E+01
  ,8.980,6.052E-01,1.025E+01
  ,8.990,6.207E-01,1.026E+01
  ,9.000,6.364E-01,1.026E+01
  ,9.010,6.523E-01,1.027E+01
  ,9.020,6.685E-01,1.028E+01
  ,9.030,6.85E-01,1.028E+01
  ,9.040,7.016E-01,1.029E+01
  ,9.050,7.191E-01,1.03E+01
  ,9.060,7.364E-01,1.03E+01
  ,9.070,7.528E-01,1.031E+01
  ,9.080,7.683E-01,1.032E+01
  ,9.090,7.833E-01,1.033E+01
  ,9.100,7.987E-01,1.034E+01
  ,9.110,8.193E-01,1.034E+01
  ,9.120,8.409E-01,1.035E+01
  ,9.130,8.633E-01,1.036E+01
  ,9.140,8.865E-01,1.037E+01
  ,9.150,9.106E-01,1.038E+01
  ,9.160,9.355E-01,1.039E+01
  ,9.170,9.613E-01,1.04E+01
  ,9.180,9.879E-01,1.041E+01
  ,9.190,1.015E+00,1.042E+01
  ,9.200,1.044E+00,1.043E+01
  ,9.210,1.073E+00,1.044E+01
  ,9.220,1.103E+00,1.045E+01
  ,9.230,1.134E+00,1.046E+01
  ,9.240,1.166E+00,1.047E+01
  ,9.250,1.198E+00,1.048E+01
  ,9.260,1.232E+00,1.05E+01
  ,9.270,1.266E+00,1.051E+01
  ,9.280,1.301E+00,1.052E+01
  ,9.290,1.337E+00,1.053E+01
  ,9.300,1.374E+00,1.055E+01
  ,9.310,1.414E+00,1.056E+01
  ,9.320,1.458E+00,1.058E+01
  ,9.330,1.506E+00,1.059E+01
  ,9.340,1.557E+00,1.061E+01
  ,9.350,1.611E+00,1.062E+01
  ,9.360,1.669E+00,1.064E+01
  ,9.370,1.731E+00,1.065E+01
  ,9.380,1.796E+00,1.067E+01
  ,9.390,1.864E+00,1.069E+01
  ,9.400,1.939E+00,1.071E+01
  ,9.410,2.043E+00,1.073E+01
  ,9.420,2.18E+00,1.075E+01
  ,9.430,2.347E+00,1.077E+01
  ,9.440,2.515E+00,1.08E+01
  ,9.450,2.676E+00,1.082E+01
  ,9.460,2.83E+00,1.085E+01
  ,9.470,2.978E+00,1.088E+01
  ,9.480,3.182E+00,1.091E+01
  ,9.490,3.331E+00,1.094E+01
  ,9.500,3.422E+00,1.098E+01
  ,9.510,3.456E+00,1.101E+01
  ,9.520,3.433E+00,1.105E+01
  ,9.530,3.35E+00,1.108E+01
  ,9.540,3.132E+00,1.111E+01
  ,9.550,2.865E+00,1.114E+01
  ,9.560,2.74E+00,1.117E+01
  ,9.570,2.628E+00,1.12E+01
  ,9.580,2.505E+00,1.122E+01
  ,9.590,2.372E+00,1.125E+01
  ,9.600,2.246E+00,1.127E+01
  ,9.610,2.159E+00,1.129E+01
  ,9.620,2.077E+00,1.131E+01
  ,9.630,1.999E+00,1.133E+01
  ,9.640,1.925E+00,1.135E+01
  ,9.650,1.855E+00,1.137E+01
  ,9.660,1.79E+00,1.139E+01
  ,9.670,1.729E+00,1.141E+01
  ,9.680,1.671E+00,1.143E+01
  ,9.690,1.618E+00,1.144E+01
  ,9.700,1.569E+00,1.146E+01
  ,9.710,1.525E+00,1.147E+01
  ,9.720,1.484E+00,1.149E+01
  ,9.730,1.447E+00,1.15E+01
  ,9.740,1.415E+00,1.152E+01
  ,9.750,1.398E+00,1.153E+01
  ,9.760,1.404E+00,1.155E+01
  ,9.770,1.41E+00,1.156E+01
  ,9.780,1.416E+00,1.157E+01
  ,9.790,1.43E+00,1.159E+01
  ,9.800,1.444E+00,1.16E+01
  ,9.810,1.456E+00,1.162E+01
  ,9.820,1.465E+00,1.163E+01
  ,9.830,1.472E+00,1.165E+01
  ,9.840,1.479E+00,1.166E+01
  ,9.850,1.485E+00,1.168E+01
  ,9.860,1.49E+00,1.169E+01
  ,9.870,1.494E+00,1.171E+01
  ,9.880,1.497E+00,1.172E+01
  ,9.890,1.499E+00,1.174E+01
  ,9.900,1.501E+00,1.175E+01
  ,9.910,1.501E+00,1.177E+01
  ,9.920,1.501E+00,1.178E+01
  ,9.930,1.499E+00,1.18E+01
  ,9.940,1.497E+00,1.181E+01
  ,9.950,1.493E+00,1.183E+01
  ,9.960,1.489E+00,1.184E+01
  ,9.970,1.484E+00,1.186E+01
  ,9.980,1.478E+00,1.187E+01
  ,9.990,1.471E+00,1.188E+01
  ,10.000,1.463E+00,1.19E+01
  ,10.010,1.454E+00,1.191E+01
  ,10.020,1.444E+00,1.193E+01
  ,10.030,1.433E+00,1.194E+01
  ,10.040,1.426E+00,1.196E+01
  ,10.050,1.424E+00,1.197E+01
  ,10.060,1.422E+00,1.199E+01
  ,10.070,1.42E+00,1.2E+01
  ,10.080,1.42E+00,1.201E+01
  ,10.090,1.422E+00,1.203E+01
  ,10.100,1.424E+00,1.204E+01
  ,10.110,1.429E+00,1.206E+01
  ,10.120,1.438E+00,1.207E+01
  ,10.130,1.45E+00,1.209E+01
  ,10.140,1.463E+00,1.21E+01
  ,10.150,1.477E+00,1.211E+01
  ,10.160,1.492E+00,1.213E+01
  ,10.170,1.506E+00,1.214E+01
  ,10.180,1.522E+00,1.216E+01
  ,10.190,1.538E+00,1.217E+01
  ,10.200,1.555E+00,1.219E+01
  ,10.210,1.573E+00,1.221E+01
  ,10.220,1.551E+00,1.222E+01
  ,10.230,1.488E+00,1.224E+01
  ,10.240,1.488E+00,1.225E+01
  ,10.250,1.485E+00,1.227E+01
  ,10.260,1.479E+00,1.228E+01
  ,10.270,1.47E+00,1.23E+01
  ,10.280,1.459E+00,1.231E+01
  ,10.290,1.445E+00,1.233E+01
  ,10.300,1.428E+00,1.234E+01
  ,10.310,1.408E+00,1.235E+01
  ,10.320,1.386E+00,1.237E+01
  ,10.330,1.36E+00,1.238E+01
  ,10.340,1.332E+00,1.24E+01
  ,10.350,1.301E+00,1.241E+01
  ,10.360,1.268E+00,1.242E+01
  ,10.370,1.223E+00,1.243E+01
  ,10.380,1.171E+00,1.245E+01
  ,10.390,1.143E+00,1.246E+01
  ,10.400,1.117E+00,1.247E+01
  ,10.410,1.092E+00,1.248E+01
  ,10.420,1.069E+00,1.249E+01
  ,10.430,1.047E+00,1.25E+01
  ,10.440,1.03E+00,1.251E+01
  ,10.450,1.015E+00,1.252E+01
  ,10.460,1.004E+00,1.253E+01
  ,10.470,9.993E-01,1.254E+01
  ,10.480,9.951E-01,1.255E+01
  ,10.490,9.909E-01,1.256E+01
  ,10.500,9.867E-01,1.257E+01
  ,10.510,9.827E-01,1.258E+01
  ,10.520,9.787E-01,1.259E+01
  ,10.530,9.748E-01,1.26E+01
  ,10.540,9.71E-01,1.261E+01
  ,10.550,9.672E-01,1.262E+01
  ,10.560,9.635E-01,1.263E+01
  ,10.570,9.599E-01,1.264E+01
  ,10.580,9.564E-01,1.265E+01
  ,10.590,9.529E-01,1.266E+01
  ,10.600,9.495E-01,1.267E+01
  ,10.610,9.462E-01,1.268E+01
  ,10.620,9.429E-01,1.269E+01
  ,10.630,9.397E-01,1.27E+01
  ,10.640,9.366E-01,1.271E+01
  ,10.650,9.335E-01,1.272E+01
  ,10.660,9.306E-01,1.272E+01
  ,10.670,9.277E-01,1.273E+01
  ,10.680,9.248E-01,1.274E+01
  ,10.690,9.231E-01,1.275E+01
  ,10.700,9.221E-01,1.276E+01
  ,10.710,9.211E-01,1.277E+01
  ,10.720,9.202E-01,1.278E+01
  ,10.730,9.194E-01,1.279E+01
  ,10.740,9.186E-01,1.28E+01
  ,10.750,9.179E-01,1.281E+01
  ,10.760,9.172E-01,1.282E+01
  ,10.770,9.167E-01,1.283E+01
  ,10.780,9.162E-01,1.283E+01
  ,10.790,9.158E-01,1.284E+01
  ,10.800,9.154E-01,1.285E+01
  ,10.810,9.151E-01,1.286E+01
  ,10.820,9.149E-01,1.287E+01
  ,10.830,9.147E-01,1.288E+01
  ,10.840,9.146E-01,1.289E+01
  ,10.850,9.146E-01,1.29E+01
  ,10.860,9.152E-01,1.291E+01
  ,10.870,9.176E-01,1.292E+01
  ,10.880,9.219E-01,1.293E+01
  ,10.890,9.281E-01,1.294E+01
  ,10.900,9.361E-01,1.295E+01
  ,10.910,9.46E-01,1.295E+01
  ,10.920,9.6E-01,1.296E+01
  ,10.930,9.765E-01,1.297E+01
  ,10.940,9.947E-01,1.298E+01
  ,10.950,1.014E+00,1.299E+01
  ,10.960,1.036E+00,1.3E+01
  ,10.970,1.059E+00,1.301E+01
  ,10.980,1.083E+00,1.303E+01
  ,10.990,1.11E+00,1.304E+01
  ,11.000,1.137E+00,1.305E+01
  ,11.010,1.167E+00,1.306E+01
  ,11.020,1.198E+00,1.307E+01
  ,11.030,1.23E+00,1.308E+01
  ,11.040,1.263E+00,1.31E+01
  ,11.050,1.296E+00,1.311E+01
  ,11.060,1.328E+00,1.312E+01
  ,11.070,1.359E+00,1.313E+01
  ,11.080,1.39E+00,1.315E+01
  ,11.090,1.42E+00,1.316E+01
  ,11.100,1.466E+00,1.318E+01
  ,11.110,1.783E+00,1.319E+01
  ,11.120,1.906E+00,1.321E+01
  ,11.130,1.835E+00,1.323E+01
  ,11.140,1.572E+00,1.325E+01
  ,11.150,1.562E+00,1.326E+01
  ,11.160,1.552E+00,1.328E+01
  ,11.170,1.541E+00,1.329E+01
  ,11.180,1.531E+00,1.331E+01
