si.dos
# , E (eV) ,  dos(E)    , Int dos(E) 
  ,-2.150,2.713E-01,1.949E+00
  ,-2.140,2.623E-01,1.951E+00
  ,-2.130,2.534E-01,1.954E+00
  ,-2.120,2.447E-01,1.956E+00
  ,-2.110,2.361E-01,1.959E+00
  ,-2.100,2.276E-01,1.961E+00
  ,-2.090,2.193E-01,1.963E+00
  ,-2.080,2.111E-01,1.966E+00
  ,-2.070,2.031E-01,1.968E+00
  ,-2.060,1.951E-01,1.97E+00
  ,-2.050,1.874E-01,1.972E+00
  ,-2.040,1.797E-01,1.973E+00
  ,-2.030,1.722E-01,1.975E+00
  ,-2.020,1.649E-01,1.977E+00
  ,-2.010,1.577E-01,1.978E+00
  ,-2.000,1.506E-01,1.98E+00
  ,-1.990,1.436E-01,1.981E+00
  ,-1.980,1.368E-01,1.983E+00
  ,-1.970,1.302E-01,1.984E+00
  ,-1.960,1.236E-01,1.985E+00
  ,-1.950,1.172E-01,1.987E+00
  ,-1.940,1.11E-01,1.988E+00
  ,-1.930,1.049E-01,1.989E+00
  ,-1.920,9.888E-02,1.99E+00
  ,-1.910,9.303E-02,1.991E+00
  ,-1.900,8.733E-02,1.992E+00
  ,-1.890,8.176E-02,1.993E+00
  ,-1.880,7.633E-02,1.993E+00
  ,-1.870,7.103E-02,1.994E+00
  ,-1.860,6.588E-02,1.995E+00
  ,-1.850,6.086E-02,1.995E+00
  ,-1.840,5.598E-02,1.996E+00
  ,-1.830,5.123E-02,1.997E+00
  ,-1.820,4.663E-02,1.997E+00
  ,-1.810,4.216E-02,1.998E+00
  ,-1.800,3.783E-02,1.998E+00
  ,-1.790,3.364E-02,1.998E+00
  ,-1.780,2.959E-02,1.999E+00
  ,-1.770,2.569E-02,1.999E+00
  ,-1.760,2.212E-02,1.999E+00
  ,-1.750,1.89E-02,1.999E+00
  ,-1.740,1.604E-02,1.999E+00
  ,-1.730,1.354E-02,2E+00
  ,-1.720,1.14E-02,2E+00
  ,-1.710,9.612E-03,2E+00
  ,-1.700,8.45E-03,2E+00
  ,-1.690,9.064E-03,2E+00
  ,-1.680,1.004E-02,2E+00
  ,-1.670,1.139E-02,2E+00
  ,-1.660,1.31E-02,2E+00
  ,-1.650,1.518E-02,2.001E+00
  ,-1.640,1.762E-02,2.001E+00
  ,-1.630,2.043E-02,2.001E+00
  ,-1.620,2.359E-02,2.001E+00
  ,-1.610,2.699E-02,2.001E+00
  ,-1.600,3.055E-02,2.002E+00
  ,-1.590,3.426E-02,2.002E+00
  ,-1.580,3.813E-02,2.002E+00
  ,-1.570,4.216E-02,2.003E+00
  ,-1.560,4.634E-02,2.003E+00
  ,-1.550,5.069E-02,2.004E+00
  ,-1.540,5.519E-02,2.004E+00
  ,-1.530,5.985E-02,2.005E+00
  ,-1.520,6.467E-02,2.005E+00
  ,-1.510,6.965E-02,2.006E+00
  ,-1.500,7.478E-02,2.007E+00
  ,-1.490,8.008E-02,2.008E+00
  ,-1.480,8.553E-02,2.008E+00
  ,-1.470,9.114E-02,2.009E+00
  ,-1.460,9.69E-02,2.01E+00
  ,-1.450,1.028E-01,2.011E+00
  ,-1.440,1.089E-01,2.012E+00
  ,-1.430,1.152E-01,2.013E+00
  ,-1.420,1.216E-01,2.015E+00
  ,-1.410,1.281E-01,2.016E+00
  ,-1.400,1.348E-01,2.017E+00
  ,-1.390,1.417E-01,2.018E+00
  ,-1.380,1.487E-01,2.02E+00
  ,-1.370,1.559E-01,2.021E+00
  ,-1.360,1.633E-01,2.023E+00
  ,-1.350,1.708E-01,2.025E+00
  ,-1.340,1.784E-01,2.026E+00
  ,-1.330,1.863E-01,2.028E+00
  ,-1.320,1.942E-01,2.03E+00
  ,-1.310,2.024E-01,2.032E+00
  ,-1.300,2.107E-01,2.034E+00
  ,-1.290,2.191E-01,2.036E+00
  ,-1.280,2.277E-01,2.039E+00
  ,-1.270,2.365E-01,2.041E+00
  ,-1.260,2.454E-01,2.043E+00
  ,-1.250,2.545E-01,2.046E+00
  ,-1.240,2.638E-01,2.048E+00
  ,-1.230,2.732E-01,2.051E+00
  ,-1.220,2.827E-01,2.054E+00
  ,-1.210,2.924E-01,2.057E+00
  ,-1.200,3.023E-01,2.06E+00
  ,-1.190,3.124E-01,2.063E+00
  ,-1.180,3.227E-01,2.066E+00
  ,-1.170,3.332E-01,2.069E+00
  ,-1.160,3.44E-01,2.073E+00
  ,-1.150,3.551E-01,2.076E+00
  ,-1.140,3.664E-01,2.08E+00
  ,-1.130,3.779E-01,2.083E+00
  ,-1.120,3.898E-01,2.087E+00
  ,-1.110,4.019E-01,2.091E+00
  ,-1.100,4.142E-01,2.095E+00
  ,-1.090,4.268E-01,2.1E+00
  ,-1.080,4.397E-01,2.104E+00
  ,-1.070,4.528E-01,2.108E+00
  ,-1.060,4.662E-01,2.113E+00
  ,-1.050,4.798E-01,2.118E+00
  ,-1.040,4.937E-01,2.123E+00
  ,-1.030,5.078E-01,2.128E+00
  ,-1.020,5.222E-01,2.133E+00
  ,-1.010,5.369E-01,2.138E+00
  ,-1.000,5.518E-01,2.143E+00
  ,-0.990,5.67E-01,2.149E+00
  ,-0.980,5.824E-01,2.155E+00
  ,-0.970,5.981E-01,2.161E+00
  ,-0.960,6.141E-01,2.167E+00
  ,-0.950,6.303E-01,2.173E+00
  ,-0.940,6.468E-01,2.179E+00
  ,-0.930,6.635E-01,2.186E+00
  ,-0.920,6.805E-01,2.193E+00
  ,-0.910,6.977E-01,2.2E+00
  ,-0.900,7.111E-01,2.207E+00
  ,-0.890,7.241E-01,2.214E+00
  ,-0.880,7.385E-01,2.221E+00
  ,-0.870,7.547E-01,2.229E+00
  ,-0.860,7.727E-01,2.236E+00
  ,-0.850,7.924E-01,2.244E+00
  ,-0.840,8.139E-01,2.252E+00
  ,-0.830,8.373E-01,2.26E+00
  ,-0.820,8.623E-01,2.269E+00
  ,-0.810,8.891E-01,2.278E+00
  ,-0.800,9.175E-01,2.287E+00
  ,-0.790,9.483E-01,2.296E+00
  ,-0.780,9.815E-01,2.306E+00
  ,-0.770,1.017E+00,2.316E+00
  ,-0.760,1.055E+00,2.326E+00
  ,-0.750,1.096E+00,2.337E+00
  ,-0.740,1.139E+00,2.348E+00
  ,-0.730,1.216E+00,2.36E+00
  ,-0.720,1.291E+00,2.372E+00
  ,-0.710,1.332E+00,2.385E+00
  ,-0.700,1.337E+00,2.399E+00
  ,-0.690,1.307E+00,2.412E+00
  ,-0.680,1.278E+00,2.425E+00
  ,-0.670,1.29E+00,2.438E+00
  ,-0.660,1.301E+00,2.45E+00
  ,-0.650,1.311E+00,2.464E+00
  ,-0.640,1.32E+00,2.477E+00
  ,-0.630,1.329E+00,2.49E+00
  ,-0.620,1.337E+00,2.503E+00
  ,-0.610,1.344E+00,2.517E+00
  ,-0.600,1.359E+00,2.53E+00
  ,-0.590,1.376E+00,2.544E+00
  ,-0.580,1.378E+00,2.558E+00
  ,-0.570,1.365E+00,2.571E+00
  ,-0.560,1.338E+00,2.585E+00
  ,-0.550,1.301E+00,2.598E+00
  ,-0.540,1.283E+00,2.611E+00
  ,-0.530,1.266E+00,2.624E+00
  ,-0.520,1.249E+00,2.636E+00
  ,-0.510,1.232E+00,2.649E+00
  ,-0.500,1.214E+00,2.661E+00
  ,-0.490,1.198E+00,2.673E+00
  ,-0.480,1.181E+00,2.685E+00
  ,-0.470,1.164E+00,2.697E+00
  ,-0.460,1.148E+00,2.708E+00
  ,-0.450,1.131E+00,2.72E+00
  ,-0.440,1.115E+00,2.731E+00
  ,-0.430,1.099E+00,2.742E+00
  ,-0.420,1.083E+00,2.753E+00
  ,-0.410,1.067E+00,2.764E+00
  ,-0.400,1.052E+00,2.774E+00
  ,-0.390,1.036E+00,2.785E+00
  ,-0.380,1.021E+00,2.795E+00
  ,-0.370,1.006E+00,2.805E+00
  ,-0.360,9.907E-01,2.815E+00
  ,-0.350,9.758E-01,2.825E+00
  ,-0.340,9.612E-01,2.835E+00
  ,-0.330,9.469E-01,2.844E+00
  ,-0.320,9.339E-01,2.853E+00
  ,-0.310,9.221E-01,2.863E+00
  ,-0.300,9.103E-01,2.872E+00
  ,-0.290,8.988E-01,2.881E+00
  ,-0.280,8.874E-01,2.89E+00
  ,-0.270,8.761E-01,2.899E+00
  ,-0.260,8.65E-01,2.907E+00
  ,-0.250,8.54E-01,2.916E+00
  ,-0.240,8.432E-01,2.924E+00
  ,-0.230,8.325E-01,2.933E+00
  ,-0.220,8.22E-01,2.941E+00
  ,-0.210,8.116E-01,2.949E+00
  ,-0.200,8.013E-01,2.957E+00
  ,-0.190,7.912E-01,2.965E+00
  ,-0.180,7.813E-01,2.973E+00
  ,-0.170,7.715E-01,2.981E+00
  ,-0.160,7.618E-01,2.989E+00
  ,-0.150,7.523E-01,2.996E+00
  ,-0.140,7.43E-01,3.004E+00
  ,-0.130,7.338E-01,3.011E+00
  ,-0.120,7.247E-01,3.018E+00
  ,-0.110,7.158E-01,3.026E+00
  ,-0.100,7.07E-01,3.033E+00
  ,-0.090,6.984E-01,3.04E+00
  ,-0.080,6.899E-01,3.047E+00
  ,-0.070,6.815E-01,3.053E+00
  ,-0.060,6.733E-01,3.06E+00
  ,-0.050,6.653E-01,3.067E+00
  ,-0.040,6.574E-01,3.074E+00
  ,-0.030,6.496E-01,3.08E+00
  ,-0.020,6.42E-01,3.087E+00
  ,-0.010,6.346E-01,3.093E+00
  ,0.000,6.273E-01,3.099E+00
  ,0.010,6.201E-01,3.105E+00
  ,0.020,6.131E-01,3.112E+00
  ,0.030,6.062E-01,3.118E+00
  ,0.040,5.994E-01,3.124E+00
  ,0.050,5.928E-01,3.13E+00
  ,0.060,5.864E-01,3.136E+00
  ,0.070,5.802E-01,3.141E+00
  ,0.080,5.743E-01,3.147E+00
  ,0.090,5.687E-01,3.153E+00
  ,0.100,5.633E-01,3.159E+00
  ,0.110,5.581E-01,3.164E+00
  ,0.120,5.532E-01,3.17E+00
  ,0.130,5.485E-01,3.175E+00
  ,0.140,5.44E-01,3.181E+00
  ,0.150,5.397E-01,3.186E+00
  ,0.160,5.357E-01,3.192E+00
  ,0.170,5.319E-01,3.197E+00
  ,0.180,5.284E-01,3.202E+00
  ,0.190,5.25E-01,3.207E+00
  ,0.200,5.216E-01,3.213E+00
  ,0.210,5.182E-01,3.218E+00
  ,0.220,5.148E-01,3.223E+00
  ,0.230,5.115E-01,3.228E+00
  ,0.240,5.081E-01,3.233E+00
  ,0.250,5.047E-01,3.238E+00
  ,0.260,5.013E-01,3.243E+00
  ,0.270,4.98E-01,3.248E+00
  ,0.280,4.946E-01,3.253E+00
  ,0.290,4.913E-01,3.258E+00
  ,0.300,4.879E-01,3.263E+00
  ,0.310,4.846E-01,3.268E+00
  ,0.320,4.813E-01,3.273E+00
  ,0.330,4.78E-01,3.278E+00
  ,0.340,4.747E-01,3.282E+00
  ,0.350,4.714E-01,3.287E+00
  ,0.360,4.681E-01,3.292E+00
  ,0.370,4.648E-01,3.296E+00
  ,0.380,4.615E-01,3.301E+00
  ,0.390,4.583E-01,3.306E+00
  ,0.400,4.55E-01,3.31E+00
  ,0.410,4.518E-01,3.315E+00
  ,0.420,4.485E-01,3.319E+00
  ,0.430,4.453E-01,3.324E+00
  ,0.440,4.421E-01,3.328E+00
  ,0.450,4.389E-01,3.333E+00
  ,0.460,4.357E-01,3.337E+00
  ,0.470,4.325E-01,3.341E+00
  ,0.480,4.293E-01,3.346E+00
  ,0.490,4.261E-01,3.35E+00
  ,0.500,4.229E-01,3.354E+00
  ,0.510,4.197E-01,3.358E+00
  ,0.520,4.166E-01,3.363E+00
  ,0.530,4.134E-01,3.367E+00
  ,0.540,4.103E-01,3.371E+00
  ,0.550,4.073E-01,3.375E+00
  ,0.560,4.042E-01,3.379E+00
  ,0.570,4.012E-01,3.383E+00
  ,0.580,3.983E-01,3.387E+00
  ,0.590,3.954E-01,3.391E+00
  ,0.600,3.925E-01,3.395E+00
  ,0.610,3.897E-01,3.399E+00
  ,0.620,3.869E-01,3.403E+00
  ,0.630,3.841E-01,3.407E+00
  ,0.640,3.814E-01,3.41E+00
  ,0.650,3.787E-01,3.414E+00
  ,0.660,3.761E-01,3.418E+00
  ,0.670,3.735E-01,3.422E+00
  ,0.680,3.709E-01,3.425E+00
  ,0.690,3.684E-01,3.429E+00
  ,0.700,3.659E-01,3.433E+00
  ,0.710,3.634E-01,3.436E+00
  ,0.720,3.61E-01,3.44E+00
  ,0.730,3.587E-01,3.444E+00
  ,0.740,3.563E-01,3.447E+00
  ,0.750,3.54E-01,3.451E+00
  ,0.760,3.517E-01,3.454E+00
  ,0.770,3.495E-01,3.458E+00
  ,0.780,3.473E-01,3.461E+00
  ,0.790,3.45E-01,3.465E+00
  ,0.800,3.428E-01,3.468E+00
  ,0.810,3.407E-01,3.472E+00
  ,0.820,3.385E-01,3.475E+00
  ,0.830,3.364E-01,3.478E+00
  ,0.840,3.343E-01,3.482E+00
  ,0.850,3.322E-01,3.485E+00
  ,0.860,3.301E-01,3.488E+00
  ,0.870,3.281E-01,3.492E+00
  ,0.880,3.261E-01,3.495E+00
  ,0.890,3.241E-01,3.498E+00
  ,0.900,3.221E-01,3.501E+00
  ,0.910,3.202E-01,3.505E+00
  ,0.920,3.182E-01,3.508E+00
  ,0.930,3.163E-01,3.511E+00
  ,0.940,3.144E-01,3.514E+00
  ,0.950,3.126E-01,3.517E+00
  ,0.960,3.107E-01,3.52E+00
  ,0.970,3.089E-01,3.524E+00
  ,0.980,3.071E-01,3.527E+00
  ,0.990,3.053E-01,3.53E+00
  ,1.000,3.036E-01,3.533E+00
  ,1.010,3.019E-01,3.536E+00
  ,1.020,3.001E-01,3.539E+00
  ,1.030,2.985E-01,3.542E+00
  ,1.040,2.968E-01,3.545E+00
  ,1.050,2.952E-01,3.548E+00
  ,1.060,2.938E-01,3.551E+00
  ,1.070,2.923E-01,3.554E+00
  ,1.080,2.908E-01,3.556E+00
  ,1.090,2.894E-01,3.559E+00
  ,1.100,2.879E-01,3.562E+00
  ,1.110,2.865E-01,3.565E+00
  ,1.120,2.85E-01,3.568E+00
  ,1.130,2.836E-01,3.571E+00
  ,1.140,2.821E-01,3.574E+00
  ,1.150,2.807E-01,3.576E+00
  ,1.160,2.792E-01,3.579E+00
  ,1.170,2.778E-01,3.582E+00
  ,1.180,2.764E-01,3.585E+00
  ,1.190,2.749E-01,3.588E+00
  ,1.200,2.735E-01,3.59E+00
  ,1.210,2.721E-01,3.593E+00
  ,1.220,2.707E-01,3.596E+00
  ,1.230,2.692E-01,3.598E+00
  ,1.240,2.678E-01,3.601E+00
  ,1.250,2.664E-01,3.604E+00
  ,1.260,2.65E-01,3.606E+00
  ,1.270,2.636E-01,3.609E+00
  ,1.280,2.622E-01,3.612E+00
  ,1.290,2.608E-01,3.614E+00
  ,1.300,2.594E-01,3.617E+00
  ,1.310,2.58E-01,3.62E+00
  ,1.320,2.566E-01,3.622E+00
  ,1.330,2.552E-01,3.625E+00
  ,1.340,2.538E-01,3.627E+00
  ,1.350,2.525E-01,3.63E+00
  ,1.360,2.511E-01,3.632E+00
  ,1.370,2.497E-01,3.635E+00
  ,1.380,2.483E-01,3.637E+00
  ,1.390,2.474E-01,3.64E+00
  ,1.400,2.466E-01,3.642E+00
  ,1.410,2.457E-01,3.645E+00
  ,1.420,2.448E-01,3.647E+00
  ,1.430,2.439E-01,3.65E+00
  ,1.440,2.43E-01,3.652E+00
  ,1.450,2.421E-01,3.654E+00
  ,1.460,2.411E-01,3.657E+00
  ,1.470,2.401E-01,3.659E+00
  ,1.480,2.391E-01,3.662E+00
  ,1.490,2.38E-01,3.664E+00
  ,1.500,2.37E-01,3.666E+00
  ,1.510,2.359E-01,3.669E+00
  ,1.520,2.348E-01,3.671E+00
  ,1.530,2.337E-01,3.673E+00
  ,1.540,2.325E-01,3.676E+00
  ,1.550,2.314E-01,3.678E+00
  ,1.560,2.302E-01,3.68E+00
  ,1.570,2.29E-01,3.683E+00
  ,1.580,2.277E-01,3.685E+00
  ,1.590,2.265E-01,3.687E+00
  ,1.600,2.252E-01,3.69E+00
  ,1.610,2.239E-01,3.692E+00
  ,1.620,2.226E-01,3.694E+00
  ,1.630,2.212E-01,3.696E+00
  ,1.640,2.199E-01,3.698E+00
  ,1.650,2.185E-01,3.701E+00
  ,1.660,2.171E-01,3.703E+00
  ,1.670,2.156E-01,3.705E+00
  ,1.680,2.142E-01,3.707E+00
  ,1.690,2.127E-01,3.709E+00
  ,1.700,2.114E-01,3.711E+00
  ,1.710,2.1E-01,3.713E+00
  ,1.720,2.087E-01,3.716E+00
  ,1.730,2.074E-01,3.718E+00
  ,1.740,2.061E-01,3.72E+00
  ,1.750,2.048E-01,3.722E+00
  ,1.760,2.035E-01,3.724E+00
  ,1.770,2.022E-01,3.726E+00
  ,1.780,2.017E-01,3.728E+00
  ,1.790,2.042E-01,3.73E+00
  ,1.800,2.099E-01,3.732E+00
  ,1.810,2.189E-01,3.734E+00
  ,1.820,2.31E-01,3.736E+00
  ,1.830,2.465E-01,3.739E+00
  ,1.840,2.651E-01,3.741E+00
  ,1.850,3.2E-01,3.744E+00
  ,1.860,3.847E-01,3.748E+00
  ,1.870,4.478E-01,3.752E+00
  ,1.880,5.093E-01,3.757E+00
  ,1.890,5.693E-01,3.762E+00
  ,1.900,6.276E-01,3.768E+00
  ,1.910,6.844E-01,3.775E+00
  ,1.920,7.395E-01,3.782E+00
  ,1.930,7.931E-01,3.789E+00
  ,1.940,8.451E-01,3.798E+00
  ,1.950,8.955E-01,3.806E+00
  ,1.960,9.442E-01,3.815E+00
  ,1.970,9.914E-01,3.825E+00
  ,1.980,1.037E+00,3.835E+00
  ,1.990,1.081E+00,3.846E+00
  ,2.000,1.123E+00,3.857E+00
  ,2.010,1.152E+00,3.868E+00
  ,2.020,1.169E+00,3.88E+00
  ,2.030,1.183E+00,3.892E+00
  ,2.040,1.192E+00,3.904E+00
  ,2.050,1.197E+00,3.916E+00
  ,2.060,1.198E+00,3.927E+00
  ,2.070,1.195E+00,3.939E+00
  ,2.080,1.192E+00,3.951E+00
  ,2.090,1.19E+00,3.963E+00
  ,2.100,1.187E+00,3.975E+00
  ,2.110,1.185E+00,3.987E+00
  ,2.120,1.183E+00,3.999E+00
  ,2.130,1.182E+00,4.011E+00
  ,2.140,1.181E+00,4.023E+00
  ,2.150,1.18E+00,4.034E+00
  ,2.160,1.179E+00,4.046E+00
  ,2.170,1.178E+00,4.058E+00
  ,2.180,1.178E+00,4.07E+00
  ,2.190,1.178E+00,4.081E+00
  ,2.200,1.178E+00,4.093E+00
  ,2.210,1.178E+00,4.105E+00
  ,2.220,1.178E+00,4.117E+00
  ,2.230,1.179E+00,4.129E+00
  ,2.240,1.18E+00,4.14E+00
  ,2.250,1.18E+00,4.152E+00
  ,2.260,1.181E+00,4.164E+00
  ,2.270,1.182E+00,4.176E+00
  ,2.280,1.183E+00,4.188E+00
  ,2.290,1.184E+00,4.199E+00
  ,2.300,1.185E+00,4.211E+00
  ,2.310,1.186E+00,4.223E+00
  ,2.320,1.186E+00,4.235E+00
  ,2.330,1.187E+00,4.247E+00
  ,2.340,1.188E+00,4.259E+00
  ,2.350,1.189E+00,4.271E+00
  ,2.360,1.19E+00,4.283E+00
  ,2.370,1.19E+00,4.294E+00
  ,2.380,1.191E+00,4.306E+00
  ,2.390,1.191E+00,4.318E+00
  ,2.400,1.192E+00,4.33E+00
  ,2.410,1.192E+00,4.342E+00
  ,2.420,1.192E+00,4.354E+00
  ,2.430,1.192E+00,4.366E+00
  ,2.440,1.192E+00,4.378E+00
  ,2.450,1.192E+00,4.39E+00
  ,2.460,1.192E+00,4.402E+00
  ,2.470,1.192E+00,4.414E+00
  ,2.480,1.192E+00,4.426E+00
  ,2.490,1.192E+00,4.437E+00
  ,2.500,1.192E+00,4.449E+00
  ,2.510,1.192E+00,4.461E+00
  ,2.520,1.195E+00,4.473E+00
  ,2.530,1.2E+00,4.485E+00
  ,2.540,1.209E+00,4.497E+00
  ,2.550,1.221E+00,4.509E+00
  ,2.560,1.235E+00,4.522E+00
  ,2.570,1.253E+00,4.534E+00
  ,2.580,1.273E+00,4.547E+00
  ,2.590,1.293E+00,4.56E+00
  ,2.600,1.315E+00,4.573E+00
  ,2.610,1.339E+00,4.586E+00
  ,2.620,1.811E+00,4.602E+00
  ,2.630,1.406E+00,4.619E+00
  ,2.640,1.406E+00,4.633E+00
  ,2.650,1.394E+00,4.647E+00
  ,2.660,1.371E+00,4.661E+00
  ,2.670,1.335E+00,4.674E+00
  ,2.680,1.288E+00,4.687E+00
  ,2.690,1.202E+00,4.7E+00
  ,2.700,1.125E+00,4.712E+00
  ,2.710,1.056E+00,4.722E+00
  ,2.720,1.055E+00,4.733E+00
  ,2.730,1.056E+00,4.744E+00
  ,2.740,1.057E+00,4.754E+00
  ,2.750,1.059E+00,4.765E+00
  ,2.760,1.061E+00,4.775E+00
  ,2.770,1.062E+00,4.786E+00
  ,2.780,1.065E+00,4.797E+00
  ,2.790,1.067E+00,4.807E+00
  ,2.800,1.07E+00,4.818E+00
  ,2.810,1.073E+00,4.829E+00
  ,2.820,1.077E+00,4.839E+00
  ,2.830,1.08E+00,4.85E+00
  ,2.840,1.085E+00,4.861E+00
  ,2.850,1.089E+00,4.872E+00
  ,2.860,1.094E+00,4.883E+00
  ,2.870,1.099E+00,4.894E+00
  ,2.880,1.104E+00,4.905E+00
  ,2.890,1.11E+00,4.916E+00
  ,2.900,1.116E+00,4.927E+00
  ,2.910,1.123E+00,4.938E+00
  ,2.920,1.13E+00,4.949E+00
  ,2.930,1.137E+00,4.961E+00
  ,2.940,1.144E+00,4.972E+00
  ,2.950,1.152E+00,4.984E+00
  ,2.960,1.16E+00,4.995E+00
  ,2.970,1.168E+00,5.007E+00
  ,2.980,1.177E+00,5.019E+00
  ,2.990,1.186E+00,5.03E+00
  ,3.000,1.196E+00,5.042E+00
  ,3.010,1.205E+00,5.054E+00
  ,3.020,1.215E+00,5.066E+00
  ,3.030,1.226E+00,5.079E+00
  ,3.040,1.236E+00,5.091E+00
  ,3.050,1.247E+00,5.103E+00
  ,3.060,1.259E+00,5.116E+00
  ,3.070,1.27E+00,5.128E+00
  ,3.080,1.284E+00,5.141E+00
  ,3.090,1.299E+00,5.154E+00
  ,3.100,1.315E+00,5.167E+00
  ,3.110,1.332E+00,5.18E+00
  ,3.120,1.35E+00,5.194E+00
  ,3.130,1.369E+00,5.207E+00
  ,3.140,1.389E+00,5.221E+00
  ,3.150,1.41E+00,5.235E+00
  ,3.160,1.431E+00,5.249E+00
  ,3.170,1.453E+00,5.264E+00
  ,3.180,1.477E+00,5.278E+00
  ,3.190,1.502E+00,5.293E+00
  ,3.200,1.529E+00,5.309E+00
  ,3.210,1.558E+00,5.324E+00
  ,3.220,1.588E+00,5.34E+00
  ,3.230,1.62E+00,5.356E+00
  ,3.240,1.654E+00,5.372E+00
  ,3.250,1.689E+00,5.389E+00
  ,3.260,1.726E+00,5.406E+00
  ,3.270,1.766E+00,5.423E+00
  ,3.280,1.83E+00,5.441E+00
  ,3.290,1.874E+00,5.46E+00
  ,3.300,1.898E+00,5.479E+00
  ,3.310,1.902E+00,5.498E+00
  ,3.320,1.96E+00,5.517E+00
  ,3.330,1.998E+00,5.537E+00
  ,3.340,1.982E+00,5.557E+00
  ,3.350,1.933E+00,5.576E+00
  ,3.360,1.841E+00,5.595E+00
  ,3.370,1.764E+00,5.613E+00
  ,3.380,1.701E+00,5.631E+00
  ,3.390,1.654E+00,5.647E+00
  ,3.400,1.621E+00,5.664E+00
  ,3.410,1.603E+00,5.68E+00
  ,3.420,1.594E+00,5.696E+00
  ,3.430,1.586E+00,5.712E+00
  ,3.440,1.578E+00,5.728E+00
  ,3.450,1.572E+00,5.743E+00
  ,3.460,1.566E+00,5.759E+00
  ,3.470,1.56E+00,5.775E+00
  ,3.480,1.555E+00,5.79E+00
  ,3.490,1.55E+00,5.806E+00
  ,3.500,1.546E+00,5.821E+00
  ,3.510,1.542E+00,5.837E+00
  ,3.520,1.538E+00,5.852E+00
  ,3.530,1.535E+00,5.867E+00
  ,3.540,1.532E+00,5.883E+00
  ,3.550,1.551E+00,5.898E+00
  ,3.560,1.57E+00,5.914E+00
  ,3.570,1.586E+00,5.93E+00
  ,3.580,1.6E+00,5.945E+00
  ,3.590,1.611E+00,5.962E+00
  ,3.600,1.619E+00,5.978E+00
  ,3.610,1.624E+00,5.994E+00
  ,3.620,1.626E+00,6.01E+00
  ,3.630,1.625E+00,6.026E+00
  ,3.640,1.62E+00,6.043E+00
  ,3.650,1.613E+00,6.059E+00
  ,3.660,1.602E+00,6.075E+00
  ,3.670,1.589E+00,6.091E+00
  ,3.680,1.572E+00,6.107E+00
  ,3.690,1.552E+00,6.122E+00
  ,3.700,1.529E+00,6.138E+00
  ,3.710,1.506E+00,6.153E+00
  ,3.720,1.492E+00,6.168E+00
  ,3.730,1.487E+00,6.183E+00
  ,3.740,1.483E+00,6.198E+00
  ,3.750,1.478E+00,6.212E+00
  ,3.760,1.474E+00,6.227E+00
  ,3.770,1.469E+00,6.242E+00
  ,3.780,1.465E+00,6.256E+00
  ,3.790,1.46E+00,6.271E+00
  ,3.800,1.455E+00,6.286E+00
  ,3.810,1.443E+00,6.3E+00
  ,3.820,1.441E+00,6.315E+00
  ,3.830,1.44E+00,6.329E+00
  ,3.840,1.439E+00,6.343E+00
  ,3.850,1.438E+00,6.358E+00
  ,3.860,1.444E+00,6.372E+00
  ,3.870,1.451E+00,6.387E+00
  ,3.880,1.458E+00,6.401E+00
  ,3.890,1.463E+00,6.416E+00
  ,3.900,1.468E+00,6.43E+00
  ,3.910,1.473E+00,6.445E+00
  ,3.920,1.476E+00,6.46E+00
  ,3.930,1.479E+00,6.475E+00
  ,3.940,1.482E+00,6.489E+00
  ,3.950,1.483E+00,6.504E+00
  ,3.960,1.484E+00,6.519E+00
  ,3.970,1.484E+00,6.534E+00
  ,3.980,1.483E+00,6.549E+00
  ,3.990,1.482E+00,6.564E+00
  ,4.000,1.48E+00,6.578E+00
  ,4.010,1.477E+00,6.593E+00
  ,4.020,1.474E+00,6.608E+00
  ,4.030,1.47E+00,6.623E+00
  ,4.040,1.465E+00,6.637E+00
  ,4.050,1.459E+00,6.652E+00
  ,4.060,1.453E+00,6.667E+00
  ,4.070,1.446E+00,6.681E+00
  ,4.080,1.438E+00,6.695E+00
  ,4.090,1.431E+00,6.71E+00
  ,4.100,1.425E+00,6.724E+00
  ,4.110,1.421E+00,6.738E+00
  ,4.120,1.418E+00,6.752E+00
  ,4.130,1.415E+00,6.767E+00
  ,4.140,1.411E+00,6.781E+00
  ,4.150,1.408E+00,6.795E+00
  ,4.160,1.405E+00,6.809E+00
  ,4.170,1.402E+00,6.823E+00
  ,4.180,1.399E+00,6.837E+00
  ,4.190,1.395E+00,6.851E+00
  ,4.200,1.392E+00,6.865E+00
  ,4.210,1.389E+00,6.879E+00
  ,4.220,1.385E+00,6.893E+00
  ,4.230,1.381E+00,6.907E+00
  ,4.240,1.378E+00,6.92E+00
  ,4.250,1.374E+00,6.934E+00
  ,4.260,1.37E+00,6.948E+00
  ,4.270,1.366E+00,6.961E+00
  ,4.280,1.362E+00,6.975E+00
  ,4.290,1.358E+00,6.989E+00
  ,4.300,1.354E+00,7.002E+00
  ,4.310,1.349E+00,7.016E+00
  ,4.320,1.345E+00,7.029E+00
  ,4.330,1.341E+00,7.043E+00
  ,4.340,1.336E+00,7.056E+00
  ,4.350,1.331E+00,7.069E+00
  ,4.360,1.327E+00,7.083E+00
  ,4.370,1.324E+00,7.096E+00
  ,4.380,1.327E+00,7.109E+00
  ,4.390,1.33E+00,7.122E+00
